,user_id,top_5_lvl_2_boosting_recs
1355,1802,"[1075368, 916122, 844179, 1044078, 12810393]"
1356,1803,"[5585510, 1029743, 1029743, 1106523, 1070820]"
1357,1804,"[913210, 1081177, 986912, 823704, 1004906]"
1358,1805,"[8090521, 1029743, 1029743, 1106523, 5569230]"
1359,1806,"[1126899, 1029743, 1029743, 6034857, 965267]"
1360,1807,"[854405, 1029743, 1029743, 1106523, 5569230]"
1361,1808,"[5569230, 1106523, 1029743, 1029743, 1126899]"
1362,1809,"[6034857, 965267, 1040807, 901062, 985999]"
1363,1810,"[1029743, 899624, 1029743, 1105488, 857503]"
1364,1811,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1365,1812,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1366,1814,"[854405, 908318, 1081177, 844179, 940947]"
1367,1815,"[916122, 1029743, 1029743, 899624, 834117]"
1368,1816,"[5569845, 1070820, 5569471, 834117, 983584]"
1369,1817,"[834117, 983584, 913210, 8090537, 5569471]"
1370,1818,"[1029743, 1029743, 1070820, 1075368, 834117]"
1371,1821,"[8090521, 8090521, 866211, 1106523, 1106523]"
1372,1822,"[844179, 1044078, 999858, 874972, 12810393]"
1373,1823,"[1070820, 1070820, 1070820, 1070820, 1070820]"
1374,1824,"[916122, 933835, 5568378, 1106523, 986912]"
1375,1826,"[834117, 844179, 1044078, 1126899, 1070820]"
1376,1829,"[878996, 5585510, 857503, 1105488, 951412]"
1377,1831,"[8090537, 6034857, 880150, 985999, 999858]"
1378,1832,"[1101010, 940947, 834117, 983584, 913210]"
1379,1833,"[985999, 844179, 844179, 874972, 916122]"
1380,1835,"[908318, 916122, 854405, 823704, 5585510]"
1381,1836,"[983584, 1126899, 1070820, 8090521, 8090537]"
1382,1837,"[854852, 854405, 880150, 901062, 1040807]"
1383,1838,"[1075368, 1037840, 1029743, 1029743, 1106523]"
1384,1839,"[1106523, 1106523, 1106523, 1122358, 5568378]"
1385,1841,"[986912, 854405, 823704, 1132771, 1127831]"
1386,1843,"[940947, 12810393, 1132771, 1122358, 857503]"
1387,1844,"[854405, 823704, 1122358, 1037840, 5568378]"
1388,1845,"[1126899, 878996, 834117, 1075368, 5569471]"
1389,1846,"[1029743, 1029743, 1037840, 913210, 5569845]"
1390,1847,"[8090537, 1081177, 1127831, 866211, 878996]"
1391,1848,"[986912, 5569471, 5569845, 1126899, 1070820]"
1392,1849,"[1127831, 866211, 878996, 1004906, 854405]"
1393,1850,"[916122, 985999, 1126899, 5569230, 1106523]"
1394,1853,"[1029743, 1029743, 5568378, 1122358, 5569845]"
1395,1854,"[854405, 823704, 1132771, 1122358, 857503]"
1396,1856,"[1106523, 1044078, 823704, 951412, 1105488]"
1397,1857,"[1122358, 5568378, 5569845, 913210, 983584]"
1398,1858,"[1081177, 1122358, 5568378, 1029743, 5569845]"
1399,1861,"[834117, 1004906, 866211, 844179, 854405]"
1400,1862,"[854852, 854852, 951412, 1105488, 857503]"
1401,1864,"[1004906, 1127831, 857503, 1105488, 854852]"
1402,1865,"[986912, 913210, 5569845, 5568378, 1122358]"
1403,1867,"[844179, 12810393, 880150, 985999, 999858]"
1404,1868,"[940947, 823704, 854405, 916122, 844179]"
1405,1869,"[6034857, 899624, 844179, 913210, 1037840]"
1406,1871,"[901062, 965267, 834117, 983584, 913210]"
1407,1872,"[878996, 878996, 12810393, 983584, 940947]"
1408,1873,"[12810393, 1122358, 880150, 985999, 1029743]"
1409,1876,"[1106523, 8090537, 8090521, 1070820, 1126899]"
1410,1877,"[986912, 933835, 1040807, 1018740, 1101010]"
1411,1879,"[933835, 933835, 5569471, 1132771, 1132771]"
1412,1880,"[5568378, 1081177, 12810393, 1044078, 1127831]"
1413,1881,"[901062, 913210, 1037840, 880150, 1122358]"
1414,1882,"[5569230, 1029743, 1029743, 5568378, 878996]"
1415,1883,"[844179, 8090521, 5568378, 1004906, 916122]"
1416,1884,"[1075368, 1037840, 854405, 823704, 1132771]"
1417,1885,"[1105488, 880150, 1043751, 857503, 1122358]"
1418,1886,"[951412, 834117, 983584, 913210, 5569845]"
1419,1887,"[878996, 866211, 1037840, 1075368, 1105488]"
1420,1889,"[1132771, 1018740, 1101010, 1043751, 1040807]"
1421,1890,"[1081177, 916122, 1126899, 1029743, 1029743]"
1422,1891,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1423,1892,"[6034857, 1081177, 1075368, 933835, 986912]"
1424,1895,"[1106523, 1029743, 1029743, 5569230, 1126899]"
1425,1896,"[1101010, 874972, 866211, 854852, 878996]"
1426,1898,"[940947, 823704, 854405, 965267, 908318]"
1427,1899,"[1029743, 1029743, 1122358, 1029743, 1029743]"
1428,1900,"[1070820, 933835, 940947, 901062, 1040807]"
1429,1901,"[1106523, 1044078, 1127831, 866211, 878996]"
1430,1903,"[913210, 1029743, 1029743, 1106523, 5569230]"
1431,1904,"[913210, 1126899, 1070820, 8090521, 8090537]"
1432,1906,"[12810393, 1004906, 844179, 880150, 985999]"
1433,1907,"[12810393, 12810393, 1037840, 844179, 844179]"
1434,1909,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1435,1911,"[1029743, 1029743, 1044078, 5568378, 854405]"
1436,1912,"[5585510, 899624, 866211, 8090521, 878996]"
1437,1914,"[1029743, 5569230, 916122, 844179, 1044078]"
1438,1916,"[1106523, 5569230, 1126899, 1070820, 1029743]"
1439,1917,"[999858, 874972, 12810393, 899624, 878996]"
1440,1918,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1441,1919,"[913210, 5568378, 1043751, 1132771, 1101010]"
1442,1920,"[878996, 854852, 951412, 1122358, 1037840]"
1443,1922,"[1122358, 857503, 983584, 834117, 1105488]"
1444,1923,"[901062, 1029743, 1029743, 1106523, 1037840]"
1445,1924,"[8090537, 8090537, 878996, 866211, 940947]"
1446,1925,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1447,1926,"[874972, 901062, 6034857, 844179, 5569471]"
1448,1927,"[933835, 965267, 5585510, 6034857, 1081177]"
1449,1928,"[854405, 823704, 940947, 5585510, 965267]"
1450,1929,"[1106523, 8090537, 933835, 1101010, 1044078]"
1451,1930,"[5569230, 5569230, 5569471, 5585510, 985999]"
1452,1931,"[1037840, 874972, 999858, 908318, 985999]"
1453,1932,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1454,1935,"[1126899, 1126899, 986912, 916122, 844179]"
1455,1936,"[1132771, 844179, 844179, 1029743, 1029743]"
1456,1937,"[1004906, 844179, 916122, 1044078, 999858]"
1457,1939,"[1004906, 1044078, 940947, 983584, 913210]"
1458,1940,"[1029743, 1126899, 1029743, 1106523, 5569230]"
1459,1941,"[1044078, 5568378, 5569845, 913210, 983584]"
1460,1942,"[854405, 5569230, 5569230, 5585510, 1029743]"
1461,1943,"[1029743, 1029743, 1029743, 8090521, 1029743]"
1462,1944,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1463,1945,"[1127831, 866211, 878996, 1004906, 854852]"
1464,1946,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1465,1947,"[933835, 5568378, 5568378, 1040807, 1126899]"
1466,1948,"[854405, 823704, 5569845, 913210, 983584]"
1467,1949,"[913210, 5569845, 5568378, 1037840, 1122358]"
1468,1950,"[1044078, 1029743, 999858, 834117, 983584]"
1469,1951,"[1029743, 1029743, 1106523, 5569230, 916122]"
1470,1952,"[1029743, 834117, 899624, 1029743, 1029743]"
1471,1953,"[1081177, 986912, 6034857, 899624, 5585510]"
1472,1954,"[1037840, 965267, 899624, 866211, 1044078]"
1473,1955,"[5569845, 913210, 983584, 834117, 1075368]"
1474,1956,"[854405, 1044078, 834117, 5569230, 916122]"
1475,1957,"[1040807, 933835, 1018740, 1101010, 1043751]"
1476,1958,"[1075368, 1037840, 854405, 823704, 1132771]"
1477,1959,"[1132771, 1018740, 1040807, 1101010, 933835]"
1478,1960,"[1044078, 8090537, 8090537, 5569845, 5569845]"
1479,1961,"[1037840, 1029743, 1029743, 5569230, 5569471]"
1480,1962,"[844179, 1004906, 901062, 899624, 1075368]"
1481,1963,"[5569471, 5569471, 916122, 844179, 1044078]"
1482,1964,"[857503, 1037840, 1127831, 866211, 878996]"
1483,1965,"[1044078, 908318, 901062, 951412, 1105488]"
1484,1966,"[844179, 916122, 1044078, 12810393, 874972]"
1485,1967,"[1122358, 6034857, 854405, 965267, 5585510]"
1486,1968,"[951412, 940947, 12810393, 874972, 999858]"
1487,1969,"[1044078, 1044078, 854405, 823704, 1037840]"
1488,1970,"[8090521, 5569471, 8090537, 983584, 913210]"
1489,1971,"[899624, 1126899, 854852, 1004906, 5569471]"
1490,1975,"[5568378, 1070820, 1126899, 1044078, 844179]"
1491,1976,"[916122, 940947, 823704, 854405, 1044078]"
1492,1978,"[8090537, 5569230, 916122, 844179, 1044078]"
1493,1979,"[8090537, 5569230, 1126899, 1070820, 1127831]"
1494,1981,"[12810393, 1029743, 1029743, 854852, 1081177]"
1495,1982,"[899624, 1004906, 5569471, 8090537, 878996]"
1496,1983,"[5569230, 940947, 854405, 823704, 1029743]"
1497,1985,"[1106523, 878996, 5569230, 933835, 986912]"
1498,1987,"[844179, 880150, 1122358, 1029743, 1029743]"
1499,1988,"[874972, 8090537, 8090537, 866211, 1106523]"
1500,1989,"[901062, 854405, 823704, 1132771, 1122358]"
1501,1990,"[1029743, 1029743, 985999, 999858, 5568378]"
1502,1991,"[1037840, 1075368, 1004906, 1070820, 1127831]"
1503,1992,"[8090537, 1070820, 8090521, 1029743, 1029743]"
1504,1993,"[1044078, 1029743, 1029743, 1106523, 999858]"
1505,1994,"[1070820, 1075368, 1037840, 857503, 951412]"
1506,1995,"[6034857, 12810393, 1070820, 1029743, 1029743]"
1507,1996,"[854852, 1004906, 854405, 823704, 940947]"
1508,1997,"[986912, 1043751, 1101010, 1018740, 1040807]"
1509,1998,"[5569230, 933835, 986912, 12810393, 1043751]"
1510,1999,"[1122358, 857503, 1106523, 8090521, 866211]"
1511,2000,"[1070820, 5569230, 1126899, 1029743, 1029743]"
1512,2001,"[866211, 1037840, 1043751, 857503, 1122358]"
1513,2003,"[901062, 5569471, 5569471, 1044078, 999858]"
1514,2004,"[5568378, 880150, 899624, 854852, 854852]"
1515,2005,"[916122, 844179, 880150, 985999, 999858]"
1516,2006,"[844179, 878996, 12810393, 5569471, 1029743]"
1517,2007,"[1106523, 1106523, 866211, 878996, 878996]"
1518,2008,"[1126899, 1029743, 1029743, 1070820, 8090521]"
1519,2010,"[1106523, 857503, 1122358, 1132771, 823704]"
1520,2011,"[965267, 5585510, 6034857, 951412, 1105488]"
1521,2012,"[1004906, 1044078, 5568378, 985999, 908318]"
1522,2014,"[12810393, 823704, 940947, 854405, 874972]"
1523,2015,"[940947, 940947, 823704, 1029743, 1029743]"
1524,2016,"[5568378, 1037840, 1122358, 823704, 854405]"
1525,2017,"[866211, 1081177, 6034857, 983584, 983584]"
1526,2018,"[880150, 1106523, 899624, 1081177, 854852]"
1527,2019,"[899624, 899624, 1081177, 1081177, 874972]"
1528,2020,"[986912, 1132771, 1004906, 854852, 899624]"
1529,2021,"[1122358, 5569471, 1070820, 8090521, 8090537]"
1530,2022,"[1075368, 899624, 854852, 1004906, 965267]"
1531,2023,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1532,2025,"[908318, 5569845, 5568378, 901062, 951412]"
1533,2026,"[854852, 940947, 854405, 823704, 965267]"
1534,2027,"[1106523, 1029743, 1029743, 916122, 5569230]"
1535,2028,"[5568378, 1122358, 1126899, 5569230, 1106523]"
1536,2029,"[983584, 12810393, 916122, 1029743, 1029743]"
1537,2030,"[1081177, 878996, 8090521, 866211, 1127831]"
1538,2031,"[1044078, 899624, 916122, 844179, 12810393]"
1539,2032,"[1075368, 5569471, 8090537, 1029743, 1029743]"
1540,2033,"[866211, 1127831, 878996, 1004906, 854852]"
1541,2034,"[1044078, 983584, 1037840, 1075368, 1029743]"
1542,2036,"[933835, 1106523, 1126899, 933835, 857503]"
1543,2037,"[1070820, 1070820, 878996, 916122, 844179]"
1544,2038,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1545,2039,"[8090537, 8090537, 8090537, 8090537, 899624]"
1546,2040,"[1122358, 834117, 983584, 913210, 5569845]"
1547,2041,"[940947, 985999, 834117, 983584, 12810393]"
1548,2042,"[933835, 1040807, 986912, 1132771, 1101010]"
1549,2043,"[983584, 834117, 1075368, 913210, 5569845]"
1550,2046,"[1037840, 1075368, 5569845, 933835, 1081177]"
1551,2047,"[901062, 899624, 1106523, 1029743, 1029743]"
1552,2048,"[1075368, 1106523, 1037840, 1029743, 1029743]"
1553,2049,"[5568378, 1106523, 1029743, 5569230, 5569471]"
1554,2050,"[1029743, 1029743, 5569230, 1132771, 1101010]"
1555,2055,"[986912, 933835, 1132771, 1043751, 1018740]"
1556,2056,"[8090521, 12810393, 1122358, 857503, 880150]"
1557,2057,"[999858, 985999, 880150, 916122, 844179]"
1558,2058,"[940947, 823704, 854405, 1132771, 1122358]"
1559,2059,"[5569230, 899624, 1081177, 940947, 823704]"
1560,2060,"[999858, 12810393, 1029743, 1029743, 834117]"
1561,2062,"[834117, 983584, 1122358, 913210, 5569845]"
1562,2063,"[986912, 1004906, 1075368, 5569471, 8090537]"
1563,2064,"[866211, 854852, 985999, 5585510, 6034857]"
1564,2065,"[866211, 866211, 8090521, 1029743, 1029743]"
1565,2068,"[878996, 1070820, 940947, 823704, 854405]"
1566,2070,"[5568378, 5568378, 5568378, 5569845, 5569845]"
1567,2071,"[834117, 1075368, 1126899, 1070820, 8090521]"
1568,2072,"[899624, 1037840, 1075368, 1126899, 1029743]"
1569,2075,"[866211, 1106523, 965267, 908318, 5585510]"
1570,2076,"[1106523, 1106523, 1106523, 854852, 999858]"
1571,2077,"[1106523, 5569471, 8090537, 8090521, 1070820]"
1572,2079,"[1106523, 5585510, 1004906, 901062, 908318]"
1573,2080,"[854852, 1004906, 8090521, 1044078, 1106523]"
1574,2081,"[1044078, 1081177, 6034857, 5585510, 965267]"
1575,2082,"[985999, 1004906, 1132771, 1043751, 1101010]"
1576,2083,"[933835, 1004906, 1029743, 1029743, 1106523]"
1577,2084,"[878996, 866211, 1132771, 1043751, 933835]"
1578,2085,"[1101010, 1101010, 1101010, 1018740, 1018740]"
1579,2086,"[834117, 5585510, 986912, 999858, 985999]"
1580,2087,"[899624, 866211, 916122, 880150, 985999]"
1581,2088,"[1029743, 1029743, 1029743, 1029743, 1081177]"
1582,2089,"[1126899, 834117, 983584, 913210, 5569845]"
1583,2090,"[6034857, 5585510, 965267, 834117, 1081177]"
1584,2091,"[1029743, 1029743, 857503, 1105488, 951412]"
1585,2094,"[1070820, 880150, 1075368, 1037840, 854405]"
1586,2095,"[986912, 986912, 1044078, 1037840, 1075368]"
1587,2099,"[940947, 823704, 854405, 985999, 1040807]"
1588,2100,"[12810393, 880150, 985999, 999858, 874972]"
1589,2101,"[1029743, 1029743, 983584, 1122358, 1101010]"
1590,2102,"[916122, 878996, 908318, 1037840, 1075368]"
1591,2103,"[986912, 8090521, 1070820, 5569230, 1126899]"
1592,2105,"[913210, 12810393, 983584, 940947, 874972]"
1593,2108,"[899624, 857503, 1122358, 880150, 1029743]"
1594,2109,"[823704, 854405, 940947, 834117, 983584]"
1595,2110,"[6034857, 933835, 878996, 857503, 5568378]"
1596,2111,"[8090521, 1029743, 1070820, 1126899, 5569230]"
1597,2112,"[901062, 880150, 985999, 916122, 844179]"
1598,2114,"[933835, 986912, 986912, 878996, 901062]"
1599,2115,"[1029743, 1029743, 844179, 1070820, 5569471]"
1600,2116,"[913210, 913210, 916122, 985999, 999858]"
1601,2119,"[866211, 1029743, 8090521, 1070820, 1126899]"
1602,2120,"[8090521, 1127831, 866211, 878996, 8090537]"
1603,2121,"[823704, 854405, 1122358, 1070820, 8090521]"
1604,2122,"[1106523, 866211, 1106523, 12810393, 874972]"
1605,2123,"[1127831, 916122, 1044078, 1044078, 1101010]"
1606,2124,"[1004906, 1126899, 1029743, 1029743, 1029743]"
1607,2125,"[1029743, 1029743, 1029743, 1029743, 940947]"
1608,2126,"[1037840, 12810393, 854405, 823704, 940947]"
1609,2129,"[854405, 5569471, 1004906, 1004906, 5569471]"
1610,2130,"[1037840, 1044078, 12810393, 1029743, 1029743]"
1611,2131,"[986912, 1070820, 8090537, 8090521, 5569471]"
1612,2132,"[5585510, 965267, 834117, 940947, 983584]"
1613,2133,"[1126899, 12810393, 916122, 844179, 1044078]"
1614,2134,"[5568378, 8090537, 1075368, 834117, 983584]"
1615,2135,"[12810393, 940947, 933835, 1075368, 1081177]"
1616,2136,"[951412, 901062, 901062, 5569471, 878996]"
1617,2137,"[5585510, 12810393, 874972, 1044078, 844179]"
1618,2138,"[1029743, 1029743, 5569471, 1106523, 5569230]"
1619,2139,"[5568378, 1122358, 5569471, 834117, 983584]"
1620,2141,"[933835, 933835, 1070820, 1070820, 1040807]"
1621,2142,"[986912, 913210, 999858, 913210, 1029743]"
1622,2145,"[12810393, 1075368, 1037840, 1105488, 1101010]"
1623,2146,"[1029743, 1029743, 5568378, 834117, 983584]"
1624,2147,"[866211, 878996, 1127831, 5585510, 6034857]"
1625,2148,"[1101010, 844179, 5569230, 878996, 986912]"
1626,2149,"[12810393, 1029743, 5568378, 999858, 985999]"
1627,2151,"[1044078, 1075368, 12810393, 1037840, 8090537]"
1628,2153,"[1029743, 1029743, 857503, 1105488, 951412]"
1629,2154,"[1081177, 878996, 940947, 823704, 854405]"
1630,2155,"[866211, 916122, 1004906, 12810393, 1044078]"
1631,2156,"[1029743, 1029743, 1122358, 913210, 1037840]"
1632,2158,"[6034857, 1037840, 12810393, 1075368, 1004906]"
1633,2159,"[8090537, 5569230, 1106523, 1029743, 1029743]"
1634,2160,"[874972, 874972, 12810393, 951412, 1018740]"
1635,2161,"[933835, 1126899, 1040807, 1018740, 1101010]"
1636,2162,"[12810393, 1127831, 866211, 8090521, 878996]"
1637,2163,"[1029743, 1029743, 5568378, 1122358, 1037840]"
1638,2167,"[1106523, 5568378, 908318, 901062, 951412]"
1639,2168,"[1044078, 844179, 866211, 8090521, 8090521]"
1640,2169,"[983584, 12810393, 913210, 5569845, 5568378]"
1641,2170,"[12810393, 5568378, 999858, 5569845, 834117]"
1642,2171,"[12810393, 1075368, 1037840, 854405, 823704]"
1643,2172,"[940947, 823704, 854405, 12810393, 8090521]"
1644,2173,"[12810393, 985999, 1101010, 951412, 1018740]"
1645,2174,"[834117, 1122358, 5569845, 913210, 12810393]"
1646,2175,"[1075368, 12810393, 1037840, 880150, 1106523]"
1647,2176,"[1126899, 1070820, 1029743, 1029743, 1106523]"
1648,2179,"[951412, 878996, 8090521, 866211, 1127831]"
1649,2181,"[1101010, 1040807, 1043751, 1132771, 1018740]"
1650,2182,"[1122358, 8090521, 8090537, 5569471, 1126899]"
1651,2183,"[844179, 12810393, 1044078, 916122, 874972]"
1652,2184,"[985999, 5569845, 12810393, 1075368, 999858]"
1653,2185,"[874972, 1037840, 1075368, 12810393, 985999]"
1654,2186,"[1106523, 5569230, 844179, 866211, 8090521]"
1655,2188,"[1044078, 933835, 913210, 1101010, 1004906]"
1656,2189,"[866211, 913210, 1081177, 8090537, 5568378]"
1657,2190,"[1044078, 5568378, 12810393, 854405, 823704]"
1658,2193,"[1070820, 940947, 5569845, 823704, 866211]"
1659,2194,"[1040807, 5568378, 5569230, 1081177, 8090537]"
1660,2195,"[8090537, 913210, 12810393, 5569845, 983584]"
1661,2196,"[8090537, 12810393, 913210, 5569845, 5568378]"
1662,2197,"[8090537, 5569845, 913210, 12810393, 1075368]"
1663,2198,"[1044078, 844179, 951412, 908318, 933835]"
1664,2199,"[1101010, 933835, 8090537, 12810393, 854405]"
1665,2200,"[823704, 5569845, 844179, 844179, 854405]"
1666,2202,"[6034857, 8090537, 983584, 12810393, 913210]"
1667,2203,"[1044078, 1029743, 1029743, 834117, 854405]"
1668,2204,"[1044078, 1044078, 823704, 844179, 854405]"
1669,2205,"[834117, 844179, 823704, 854405, 8090537]"
1670,2206,"[1029743, 1029743, 1029743, 1029743, 834117]"
1671,2207,"[1004906, 986912, 834117, 823704, 854405]"
1672,2208,"[844179, 844179, 844179, 5569230, 5569230]"
1673,2209,"[1004906, 880150, 1037840, 1075368, 844179]"
1674,2211,"[1070820, 854405, 823704, 844179, 834117]"
1675,2212,"[834117, 823704, 854405, 844179, 8090537]"
1676,2213,"[834117, 823704, 844179, 854405, 8090537]"
1677,2214,"[5568378, 1029743, 1029743, 823704, 834117]"
1678,2215,"[5585510, 899624, 834117, 844179, 854405]"
1679,2217,"[901062, 916122, 854852, 834117, 844179]"
1680,2221,"[823704, 854405, 834117, 844179, 965267]"
1681,2222,"[834117, 854405, 823704, 844179, 5569471]"
1682,2223,"[834117, 844179, 823704, 854405, 983584]"
1683,2224,"[854405, 823704, 834117, 844179, 857503]"
1684,2225,"[908318, 951412, 1004906, 823704, 854405]"
1685,2226,"[823704, 854405, 844179, 834117, 12810393]"
1686,2228,"[834117, 844179, 823704, 854405, 983584]"
1687,2229,"[5585510, 857503, 823704, 834117, 854405]"
1688,2231,"[1126899, 916122, 844179, 823704, 834117]"
1689,2233,"[880150, 823704, 854405, 844179, 834117]"
1690,2234,"[844179, 1040807, 1018740, 1101010, 1132771]"
1691,2235,"[899624, 834117, 823704, 844179, 854405]"
1692,2237,"[834117, 844179, 823704, 854405, 12810393]"
1693,2238,"[834117, 823704, 854405, 844179, 1029743]"
1694,2239,"[1029743, 1029743, 844179, 854405, 823704]"
1695,2240,"[8090537, 834117, 12810393, 844179, 823704]"
1696,2241,"[916122, 933835, 878996, 878996, 854405]"
1697,2243,"[874972, 823704, 1122358, 899624, 899624]"
1698,2244,"[8090521, 8090537, 5569845, 5568378, 5568378]"
1699,2245,"[1004906, 878996, 866211, 1044078, 12810393]"
1700,2247,"[878996, 899624, 866211, 1106523, 1106523]"
1701,2248,"[8090537, 834117, 12810393, 844179, 823704]"
1702,2250,"[8090537, 854405, 823704, 12810393, 834117]"
1703,2252,"[1101010, 12810393, 854405, 823704, 834117]"
1704,2253,"[12810393, 823704, 834117, 8090537, 844179]"
1705,2256,"[834117, 854405, 823704, 844179, 8090537]"
1706,2257,"[1106523, 1106523, 8090537, 834117, 12810393]"
1707,2258,"[12810393, 834117, 8090537, 823704, 854405]"
1708,2259,"[1106523, 1106523, 1044078, 844179, 854405]"
1709,2260,"[8090521, 834117, 844179, 854405, 823704]"
1710,2261,"[5568378, 5568378, 1037840, 1037840, 12810393]"
1711,2262,"[12810393, 834117, 8090537, 854405, 823704]"
1712,2263,"[1044078, 844179, 12810393, 999858, 874972]"
1713,2264,"[916122, 1126899, 878996, 878996, 908318]"
1714,2266,"[951412, 6034857, 6034857, 1070820, 844179]"
1715,2267,"[1126899, 1126899, 913210, 913210, 1126899]"
1716,2269,"[6034857, 899624, 866211, 844179, 916122]"
1717,2270,"[866211, 12810393, 8090537, 834117, 844179]"
1718,2271,"[8090537, 12810393, 834117, 823704, 854405]"
1719,2272,"[1040807, 1040807, 1040807, 12810393, 8090537]"
1720,2273,"[899624, 1029743, 1029743, 1029743, 1029743]"
1721,2274,"[1040807, 913210, 1101010, 1101010, 913210]"
1722,2275,"[899624, 878996, 878996, 844179, 844179]"
1723,2276,"[823704, 834117, 844179, 854405, 854852]"
1724,2277,"[8090537, 8090537, 823704, 854405, 844179]"
1725,2278,"[823704, 854405, 844179, 834117, 854852]"
1726,2279,"[12810393, 8090537, 834117, 844179, 823704]"
1727,2280,"[933835, 1004906, 866211, 5569230, 901062]"
1728,2281,"[913210, 913210, 5569471, 6034857, 916122]"
1729,2282,"[1070820, 8090537, 12810393, 834117, 854405]"
1730,2283,"[857503, 1070820, 878996, 854405, 823704]"
1731,2284,"[916122, 1044078, 5569471, 5585510, 940947]"
1732,2285,"[857503, 857503, 854405, 823704, 12810393]"
1733,2287,"[834117, 12810393, 8090537, 854405, 844179]"
1734,2288,"[8090537, 834117, 12810393, 823704, 854405]"
1735,2289,"[1106523, 916122, 913210, 834117, 8090537]"
1736,2290,"[8090537, 834117, 12810393, 854405, 844179]"
1737,2291,"[834117, 12810393, 8090537, 854405, 823704]"
1738,2292,"[12810393, 823704, 854405, 834117, 8090537]"
1739,2293,"[1070820, 1106523, 834117, 12810393, 8090537]"
1740,2294,"[5569230, 834117, 8090537, 12810393, 844179]"
1741,2295,"[1106523, 899624, 1106523, 1106523, 12810393]"
1742,2296,"[933835, 1081177, 940947, 913210, 913210]"
1743,2297,"[834117, 12810393, 8090537, 844179, 823704]"
1744,2298,"[1004906, 844179, 834117, 823704, 854405]"
1745,2299,"[866211, 908318, 823704, 12810393, 854405]"
1746,2300,"[1044078, 878996, 823704, 854405, 834117]"
1747,2301,"[1044078, 12810393, 8090537, 834117, 823704]"
1748,2302,"[823704, 5568378, 844179, 854405, 834117]"
1749,2303,"[834117, 8090537, 12810393, 823704, 854405]"
1750,2305,"[878996, 12810393, 823704, 844179, 854405]"
1751,2307,"[834117, 834117, 901062, 1018740, 12810393]"
1752,2308,"[878996, 1070820, 1070820, 12810393, 8090537]"
1753,2310,"[834117, 8090537, 12810393, 844179, 823704]"
1754,2312,"[916122, 916122, 1070820, 1070820, 6034857]"
1755,2314,"[985999, 985999, 844179, 854405, 823704]"
1756,2315,"[8090537, 12810393, 834117, 854405, 823704]"
1757,2317,"[933835, 854852, 844179, 1132771, 1040807]"
1758,2319,"[12810393, 844179, 8090537, 834117, 854405]"
1759,2322,"[844179, 834117, 823704, 854405, 854852]"
1760,2323,"[823704, 854405, 834117, 844179, 854852]"
1761,2324,"[1029743, 1029743, 12810393, 8090537, 854405]"
1762,2325,"[8090537, 12810393, 834117, 844179, 854405]"
1763,2328,"[1106523, 1106523, 1106523, 1106523, 866211]"
1764,2330,"[844179, 1126899, 834117, 854405, 823704]"
1765,2331,"[5568378, 940947, 933835, 878996, 1070820]"
1766,2333,"[5569845, 12810393, 8090537, 834117, 823704]"
1767,2334,"[1029743, 1029743, 1081177, 1075368, 899624]"
1768,2335,"[834117, 854405, 823704, 844179, 6034857]"
1769,2336,"[5568378, 844179, 1029743, 5585510, 1029743]"
1770,2337,"[878996, 878996, 1106523, 6034857, 951412]"
1771,2338,"[1106523, 1106523, 986912, 933835, 844179]"
1772,2339,"[834117, 854405, 823704, 844179, 12810393]"
1773,2340,"[913210, 1004906, 844179, 834117, 854405]"
1774,2341,"[5568378, 866211, 1106523, 854405, 834117]"
1775,2342,"[878996, 880150, 1004906, 854405, 834117]"
1776,2343,"[834117, 844179, 854405, 823704, 12810393]"
1777,2344,"[5585510, 834117, 854405, 823704, 844179]"
1778,2345,"[834117, 844179, 854405, 823704, 12810393]"
1779,2347,"[1029743, 1029743, 8090521, 834117, 854405]"
1780,2349,"[823704, 834117, 854405, 844179, 8090537]"
1781,2350,"[5568378, 834117, 823704, 854405, 844179]"
1782,2351,"[866211, 878996, 899624, 5585510, 5585510]"
1783,2352,"[834117, 854405, 823704, 844179, 12810393]"
1784,2354,"[1043751, 1132771, 1101010, 1018740, 1040807]"
1785,2359,"[844179, 1044078, 1044078, 823704, 854405]"
1786,2360,"[8090537, 878996, 834117, 1081177, 1132771]"
1787,2361,"[844179, 834117, 854405, 823704, 12810393]"
1788,2363,"[916122, 951412, 834117, 854405, 823704]"
1789,2364,"[844179, 12810393, 985999, 1044078, 916122]"
1790,2366,"[834117, 1004906, 844179, 823704, 854405]"
1791,2368,"[834117, 823704, 854405, 844179, 12810393]"
1792,2369,"[1101010, 916122, 1081177, 1018740, 986912]"
1793,2370,"[844179, 5569471, 5568378, 834117, 854405]"
1794,2372,"[834117, 844179, 854405, 823704, 12810393]"
1795,2373,"[1029743, 1029743, 834117, 854405, 823704]"
